property_id,nextplace_id,listing_id,address,city,state,zip_code,beds,baths,sqft,lot_size,year_built,latitude,longitude,property_type,last_sale_date,hoa_dues,market,listing_price,listing_date,sale_price,sale_date
35080687,0f22a559ba41c344c28d16e5c42f6fd61b782d3b641f3c82de75d9bea8a73bcf,193736902,"2233 Ridgecrest Rd",Fort Collins,CO,80524,4,2.25,3028,29772,1957,40.6191306,-105.0646852,6,2019-05-24T07:00:00,,Fort Collins,847000,2024-10-01T16:38:00.264,796000,2025-01-30T08:00:00
53488329,fc0d091dd3148b7017e74a9ec184eb758f98f8bed76cc4e146179cc40943cf09,193326503,"2300 W County Road 38e #256",Fort Collins,CO,80526,3,2,1216,1,1996,40.5326122,-105.1197776,10,,,Fort Collins,82500,2024-09-18T17:20:13.244,77500,2025-01-16T08:00:00
35080292,91c0c54400dc6562dd0f65251d7cd9479aba03413132c075c4ce073c492d2126,193623689,"922 Club View Rd",Fort Collins,CO,80524,4,2.5,2290,22100,1975,40.6220862,-105.0593507,6,,,Fort Collins,739000,2024-09-27T20:09:06.65,615000,2025-01-22T08:00:00
35034888,80488bfb95b3d404d53ccddaa996845a779259524db13e39f7a2ed6c6ff18884,193328672,"1225 W Prospect Rd Unit R38",Fort Collins,CO,80526,1,1,716,,1996,40.5668983,-105.0991287,13,2022-06-13T07:00:00,196,Fort Collins,265000,2024-09-18T17:56:57.481,245000,2025-01-10T08:00:00
35055995,52eef970eea2badeaffdfb5baf1d489d0bc63e0b7ec567410829a130048c90d0,193585306,"3331 Dudley Way",Fort Collins,CO,80526,3,2.25,2284,8667,1986,40.5422363,-105.1014361,6,1986-06-01T07:00:00,,Fort Collins,608000,2024-09-26T20:13:55.204,608000,2025-01-17T08:00:00
35005223,10586157fe56cd1c990d77df45786cb81c3a2a33034cc1dbed49a5aebc14f5e9,193329064,"508 Irish Dr",Fort Collins,CO,80521,4,2,1258,6970,1971,40.5941566,-105.1209715,4,2017-10-23T07:00:00,,Fort Collins,585000,2024-09-18T18:07:00.653,565000,2025-01-09T08:00:00
180990827,3aed435c8e1a31d0a5b79ad20f756d8581f3bbe4638a03e97906ae291fac83e6,194417862,"316 Butch Cassidy Dr #4",Fort Collins,CO,80524,2,1,920,,1983,40.609122,-105.0709138,13,2006-01-19T08:00:00,320,Fort Collins,259800,2024-10-11T22:07:46.9,225800,2025-01-31T08:00:00
34712320,f59dafbc0c3c97ec65e9843f5712b9c14e178494b66f2ced7a93e8da79560e49,195553643,"2638 Clarion Ln",Fort Collins,CO,80524,3,2,2448,6098,2008,40.6236669,-105.0318428,6,2022-10-12T07:00:00,54,Fort Collins,505000,2024-10-17T21:28:06.965,509500,2025-02-04T08:00:00
35324438,67420d059de2aed6e93de9951b31141e1ec86ebfb63842d94dc0149c8814bcef,195607504,"7200 E Highway 14 #8",Fort Collins,CO,80524,2,2,1120,1056,1994,40.5809731,-104.9227851,10,,,Fort Collins,84900,2024-10-18T20:27:40.715,65000,2025-02-04T08:00:00
34739422,8b323db57a41532c4237f578f77b87a5ed9b5be88954748d79943682e09b8c34,193474703,"2211 W Mulberry St #52",Fort Collins,CO,80521,3,1.75,938,,1983,40.5811708,-105.1184555,10,2020-12-18T08:00:00,,Fort Collins,78000,2024-09-23T19:49:06.612,74380,2025-01-09T08:00:00
35107780,d09dc9cc48c325b50a663d41c0ae3307e6059ea75e88bf5ac81ff4c198713f37,194121787,"6402 Tilden St",Fort Collins,CO,80528,5,3,4536,8100,2004,40.4973806,-105.0361393,6,2021-04-13T07:00:00,70,Fort Collins,849900,2024-10-09T23:05:17.814,810000,2025-01-21T08:00:00
119111880,eb62d24198c2b432a0252191224c32cdeaf9fce9d35c794b28ca626d4a5f4ff5,193055382,"2709 Conquest St",Fort Collins,CO,80524,3,2.25,3110,3872,2020,40.5934934,-105.0267431,6,2020-10-27T07:00:00,105,Fort Collins,625000,2024-09-11T13:07:03.552,605000,2025-01-29T08:00:00
34901485,8f283d164823c5ec75a047115b1431e92fc00bddd2bdf57b6ec51a780f4cf770,195795789,"1201 Mansfield Dr",Fort Collins,CO,80525,3,2.25,3157,9521,1980,40.5399458,-105.0558141,6,2003-12-11T08:00:00,33,Fort Collins,688000,2024-10-25T04:13:02.873,649000,2025-01-31T08:00:00
34705496,0d942d07155a1d814a48aae6cf3e93142c933ee459407849b2372edff0e31f85,195770282,"3603 Shallow Pond Dr",Fort Collins,CO,80528,6,4.25,5209,21962,2008,40.502809,-105.009821,6,2008-02-28T08:00:00,64,Fort Collins,1575000,2024-10-24T17:59:26.534,1430000,2025-01-31T08:00:00
185831835,7856a30d08c9f084d5c612d07c241f1b528a63abce82bea86e98405d66560fdb,193965755,"804 Gallup Rd",Fort Collins,CO,80521,3,1,1075,9409,1975,40.578057,-105.1213268,6,,,Fort Collins,310000,2024-10-04T14:29:03.677,310000,2025-01-08T08:00:00
35091162,12021a8bdba7658f8c228f77d6e6456d0588d53fe7c18cd9d6070fc1022f85ea,195015913,"3203 Snowbrush Pl",Fort Collins,CO,80521,5,3.25,2703,10019,2001,40.5721075,-105.1355121,6,2016-06-20T07:00:00,44,Fort Collins,812000,2024-10-14T23:13:17.949,776700,2025-01-17T08:00:00
34770615,01f446af581af6127345a5e8bde8066e60a1eb387297f7a87b91848a7bb4dbab,194944412,"833 Sunchase Dr",Fort Collins,CO,80524,2,1.75,1616,1,2005,40.5778711,-104.9943586,10,2021-07-22T07:00:00,1136,Fort Collins,235000,2024-10-14T16:37:48.877,228000,2025-01-16T08:00:00
34705646,60a4fcf44f953b5a27e37e80960b8ae5ac77183f0034bae557ef4ccc35666bd2,195891995,"2121 Owens Ave #103",Fort Collins,CO,80528,2,1.75,1233,,2003,40.5021217,-105.0376528,13,2003-10-30T08:00:00,345,Fort Collins,380000,2024-10-28T20:41:17.955,385000,2025-01-28T08:00:00
35024068,3d3a1285110234a791287f11ffd3582ffccbe3c602c0287166b1278de25a957a,193031582,"933 Pear St",Fort Collins,CO,80521,3,1.75,1200,271465920,1997,40.5757239,-105.1255441,6,2007-02-28T08:00:00,6,Fort Collins,500000,2024-09-10T00:00:00,500000,2025-01-10T08:00:00
189375935,f2b3a0cc071f3c2a6d5797d5a498edfbd447236bf6a11dfe7cac720de2c2dc3f,195634741,"0 W County Road 72",Laporte,CO,80535,,,,1991128,,40.769213,-105.165846,8,,,Fort Collins,395000,2024-10-19T20:43:06.218,380000,2025-01-15T08:00:00
35096388,f48092f733569d58d204477a7d70d354f916126504075c9ed9c2b81c04d9b9e7,195719656,"2750 County Fair Ln",Fort Collins,CO,80528,2,2.5,1854,1885,2003,40.5131523,-105.0259139,13,2017-09-20T07:00:00,484,Fort Collins,458000,2024-10-23T14:31:24.764,438000,2025-01-17T08:00:00
34871700,a362cadcc4375178d3ca0a8da7cbafc73a95be12d4646db6901344389cbe7bbb,195954728,"3025 Ninebark Dr",Fort Collins,CO,80528,4,3.25,3159,8174,1994,40.5184915,-105.0210354,6,2021-07-12T07:00:00,13,Fort Collins,740000,2024-10-30T16:20:51.587,740000,2025-01-24T08:00:00
119111872,3976f34fb4d1e7cefff9ae2b4c79387d117b584a120b3336f8c43902b5779089,196090064,"2656 Sykes Dr",Fort Collins,CO,80524,3,2.25,3153,4865,2019,40.5931235,-105.0279412,6,2021-01-11T08:00:00,74,Fort Collins,649000,2024-11-04T22:47:11.83,619000,2025-01-28T08:00:00
35090924,954154f174343c0f3242cbfc5405490672e58a2dd5751b67779b7acfa59891dd,195345719,"1338 Catalpa Dr",Fort Collins,CO,80521,6,4.5,5635,19176,2002,40.5708104,-105.1443036,6,2012-09-07T07:00:00,48,Fort Collins,1450000,2024-10-16T19:55:55.733,1350000,2025-01-08T08:00:00
35057775,9e18aa52c25fd544623060df78215f5403b0c0270fe6522dcc58bd7a6a8c6311,195783676,"1424 Patterson Pl",Fort Collins,CO,80526,3,2,3502,7260,1994,40.5398422,-105.10254,6,2022-01-14T08:00:00,34,Fort Collins,640000,2024-10-24T22:17:11.23,625000,2025-01-15T08:00:00
35104025,e1ad6238a3bfc81b1ecefa1563a9ff8ca2bc7c3e473c0f21abbf43466affbb8a,196273038,"402 Riva Ridge Dr",Fort Collins,CO,80526,3,2,1250,3352,2000,40.539442,-105.0834387,6,2021-10-04T07:00:00,55,Fort Collins,439000,2024-11-11T17:40:23.075,425000,2025-02-04T08:00:00
35047905,e6f142f8138dd47c00414559800e4afdeab724042d8d8a6a5086bb37d5b677cb,196744341,"3129 Swallow Bnd",Fort Collins,CO,80525,3,1.5,1860,2178,1978,40.5449558,-105.0668152,13,1994-06-01T07:00:00,352,Fort Collins,420000,2024-11-21T22:20:03.89,420000,2025-02-03T08:00:00
35000581,08b05b3a1eda8965bc73f1b5d83e8592132a111a0d97fd9fcca05eecd531c7d4,196639045,"664 Brewer Dr",Fort Collins,CO,80524,4,3,2020,7405,1995,40.6058282,-105.0648626,6,2018-02-16T08:00:00,,Fort Collins,590000,2024-11-19T00:59:16.562,579250,2025-01-30T08:00:00
34881396,42b02f0626c8c72192bb55326796475525220afc98d9b9d0c5636350e6b02eb6,195822324,"7406 Streamside Dr",Fort Collins,CO,80525,5,3.75,6164,19997,1996,40.4823473,-105.0533096,6,2016-04-01T07:00:00,92,Fort Collins,1250000,2024-10-25T21:54:47.497,1175000,2025-01-15T08:00:00
35091873,8b1f19d395b46a11caac8ed15b05f75477a7a5b8f4390d80062a9f5cc8af4ffe,195958577,"1213 W Swallow Rd #221",Fort Collins,CO,80526,3,1,1034,91000,1985,40.5459376,-105.0984614,13,2019-05-06T07:00:00,245,Fort Collins,317500,2024-10-30T17:48:30.178,299500,2025-01-10T08:00:00
35065406,f79297769659b10b10152e939ad1fdf3645bb323fee4f7eb27dce00c4345c1e7,196683836,"4500 Seneca St #57",Fort Collins,CO,80526,3,2.5,1889,1512,1996,40.5247034,-105.1071021,3,2021-10-26T07:00:00,330,Fort Collins,425000,2024-11-19T21:41:58.741,410000,2025-01-30T08:00:00
34882439,afa69ec68347aec190197c22d4cb85f2c93a456d8c30a2d77c6fcdd6f088d7d9,196026447,"8420 Peakview Dr",Fort Collins,CO,80528,3,2,1596,8712,1983,40.4665301,-104.9949445,10,,48,Fort Collins,325000,2024-11-01T17:47:13.292,325000,2025-01-10T08:00:00
35038904,59de5460e7451cf772f0ba3e4fd1d31bf053576fcc9ea83b0aca476e6c5a3592,196039406,"1742 Springmeadows Ct Unit C",Fort Collins,CO,80525,3,1.5,1200,,1974,40.5636827,-105.0599824,3,2020-10-19T07:00:00,405,Fort Collins,349900,2024-11-01T21:51:45.233,345000,2025-01-08T08:00:00
34906836,f8bf091f5723786bfdc210e1602107cf8acc4fae8cc52ed70009e2763374cc5e,196000888,"4126 Stoneridge Ct",Fort Collins,CO,80525,4,3.5,2080,10799,1988,40.5311669,-105.0350406,6,2021-03-11T08:00:00,,Fort Collins,644000,2024-10-31T21:33:57.033,634000,2025-01-24T08:00:00
34737321,a2b4597b84fc1e5b9ade4dbed433662bad1c3f70059b44884583a880e557fb33,196373149,"1601 N College Ave #352",Fort Collins,CO,80524,2,1.75,952,,1973,40.6079723,-105.0810669,10,,,Fort Collins,39000,2024-11-14T18:31:30.34,35000,2025-01-20T08:00:00
35030193,47a6a645b8a458439b74a682df5c70ee6337dcc739f12cf09a6520a94df3892a,197112509,"1739 Azalea Dr #1",Fort Collins,CO,80526,2,1.5,1018,,1972,40.5653882,-105.1332105,3,2015-02-27T08:00:00,340,Fort Collins,295000,2024-12-04T17:52:14.295,285000,2025-02-04T08:00:00
35006771,3a7a5425cc007293d900d4f84b23fb62fdb662954d94f6efd6fcc379fbb4edba,196816873,"1112 Juniper Ct",Fort Collins,CO,80521,2,1,885,6792,1940,40.5901275,-105.0966153,6,2012-10-30T07:00:00,,Fort Collins,515000,2024-11-22T23:47:53.307,490000,2025-01-22T08:00:00
35046380,45c1bf03fb716a3772bb74e6f7d30f6ed6e90f8f839617fcded6731a3b0b3ae8,196636981,"2617 Harvard St",Fort Collins,CO,80525,6,2.5,3200,11851,1971,40.5514296,-105.0755806,6,1996-10-01T07:00:00,,Fort Collins,650000,2024-11-18T23:27:28.034,616900,2025-01-17T08:00:00
35000737,816c5659b23697e3e1ca69afbef2836ecabc1054b323a846a365ada202fead5d,195847370,"324 Sundance Cir N Unit B302",Fort Collins,CO,80524,2,1.5,1296,5663,1980,40.6100501,-105.0704221,13,2022-09-22T07:00:00,320,Fort Collins,330000,2024-10-27T05:03:08.577,330000,2025-01-28T08:00:00
35010355,1e16c15e258cb178e19e67eb1004f44695da9c6eec60c7c6759ddb8f553ae4c5,196461192,"324 N Loomis Ave",Fort Collins,CO,80521,2,1,664,4900,1900,40.5917577,-105.0874476,6,2021-07-13T07:00:00,,Fort Collins,499900,2024-11-18T16:52:17.533,490000,2025-01-16T08:00:00
104491078,991b34496f2ef34621466e6b136772015f2a5b0c91a31c234d7c1936fb196fd2,196380673,"38973 County Road 21",Fort Collins,CO,80524,3,2,1373,150671,1999,40.5521005,-104.8704025,6,2017-03-03T08:00:00,,Fort Collins,415000,2024-11-14T21:04:18.089,417500,2025-01-10T08:00:00
172001405,c2d1d22dc19c143bc96293e0ac7fba179a642f62e283d40d4e934ecd5ffd8988,193181066,"221 E Mountain Ave #419",Fort Collins,CO,80524,2,2.25,2418,,2020,40.5866589,-105.074697,3,2021-05-21T07:00:00,535,Fort Collins,1750000,2024-09-13T20:55:44.858,1650000,2025-01-28T08:00:00
180996120,cf30b2a16069f46deba04e1f34b292bfa60b2a6ff123e27076ca364d4bac70f6,196737790,"3737 Landings Dr #4",Fort Collins,CO,80525,1,1,674,,1983,40.5350157,-105.0728831,13,2004-02-27T08:00:00,333,Fort Collins,249900,2024-11-21T19:33:27.709,249900,2025-01-15T08:00:00
34890288,9a5564b10d1abd58e065ee05d80eea368069a16e6e81a80a6a9c48794242535c,195996853,"713 Countryside Dr",Fort Collins,CO,80524,4,1.75,1268,7665,1978,40.5773293,-105.0278325,6,2020-08-19T07:00:00,75,Fort Collins,430000,2024-10-31T19:56:38.373,431500,2025-01-09T08:00:00
35051664,de85a121ad8092388cf6a58553a891ca0b7482505e2c115bb7ca6fa3a8fff117,196075034,"924 Richmond Dr #2",Fort Collins,CO,80526,2,1.75,2399,,1996,40.5413521,-105.0928017,3,2022-01-31T08:00:00,293,Fort Collins,490000,2024-11-04T15:52:20.095,460000,2025-02-03T08:00:00
35025693,02fb8984e24e2011174ad64124b09843680c7702e88791fd07406f5cd4db5096,197142986,"2428 Clearview Ave",Fort Collins,CO,80521,4,2,1887,9116,1966,40.5720701,-105.1225487,4,2009-06-01T07:00:00,,Fort Collins,585000,2024-12-05T19:51:13.456,545000,2025-01-27T08:00:00
35008939,1c09726b189153cbb9b9447d5656d920416dcf4a5cb2490db95d409ebba8f3d4,197112609,"324 Jackson Ave",Fort Collins,CO,80521,3,1.75,2736,12350,1925,40.5835472,-105.0988077,6,,,Fort Collins,1250000,2024-12-04T17:55:58.247,1165000,2025-01-27T08:00:00
34991056,d56b94b6d4ba3665092500d0f66e287c5ccb2bfd1b7334ee7a5537ad4309d228,197576623,"513 Yuma Ct",Fort Collins,CO,80525,3,2.5,2299,4675,1997,40.4936128,-105.0851806,13,2021-12-16T08:00:00,424,Fort Collins,465000,2024-12-13T21:30:39.325,455000,2025-01-31T08:00:00
34992584,18df7a898f545e09b7e63ab17f191b55149b15414b220718f675ffdd39d7a5d0,197165680,"8051 Allott Ave",Fort Collins,CO,80525,4,3.25,3570,28609,1992,40.4737165,-105.072889,6,2010-05-28T07:00:00,38,Fort Collins,900000,2024-12-06T17:47:08.102,900000,2025-01-24T08:00:00
34988166,2339488e3c31eb9df08a38680c4e674dc1c80d676a65d848b52641f51d92692c,197550920,"402 Aurora Way",Fort Collins,CO,80525,3,2,2464,7516,1999,40.5008614,-105.0829168,6,1999-06-24T07:00:00,,Fort Collins,530000,2024-12-13T05:06:08.216,515000,2025-01-28T08:00:00
58247845,5a90892dd061b2d549040175151bde2c8a52fe304db3ecb0b851d4e96d5b686c,194353285,"4608 Chokecherry Trl #2",Fort Collins,CO,80526,3,2.75,2292,2319,2014,40.5222284,-105.1070676,13,2021-03-15T07:00:00,376,Fort Collins,610000,2024-10-11T14:06:16.289,600000,2025-01-15T08:00:00
35106800,6bb0b440781d765be5ec53e5b19865c6e8543c3e610b3b2f6eb9d1e81b84a118,197722397,"5309 Cinquefoil Ln",Fort Collins,CO,80528,3,2.5,3271,3406,2004,40.5132999,-105.0075669,6,2005-02-28T08:00:00,215,Fort Collins,629000,2024-12-20T21:03:46.402,596000,2025-01-31T08:00:00
34992618,2729a75c0a9040fd964b40e3b2156c3215b9a6dda9cbbb0875795112bde82bf8,195996139,"6715 Wild Flower Rd",Fort Collins,CO,80526,5,3.25,4614,446490,1994,40.4927311,-105.1135421,6,1996-04-01T08:00:00,,Fort Collins,1299000,2024-10-31T19:44:13.129,1300000,2025-01-22T08:00:00
35006436,4879869cdac8d2bc7ac3ef11f570d69bf99593cc6f10b92c72828d64e576ebf3,197117396,"408 Franklin St",Fort Collins,CO,80521,3,1.75,1128,6816,1964,40.5936049,-105.0997898,6,2020-10-12T07:00:00,,Fort Collins,545000,2024-12-04T20:11:05.28,545000,2025-01-13T08:00:00
185823327,1549b9dcc0e67be54de3a89ab882228f4c8ef6c26ba6c2dec88c3c84400d6929,196836991,"784 Silver Maple Ln",Fort Collins,CO,80524,3,2.5,1514,2306,2024,40.5976955,-105.0352813,13,2025-01-23T08:00:00,116,Fort Collins,430000,2024-11-24T21:42:26.241,430000,2025-01-23T08:00:00
50248527,e8e3a9636e773b54780400030bd1dd1e883d0d35909c028e19022a9d5aeb038f,197664485,"2207 Middlebury Ln",Fort Collins,CO,80524,4,4,2508,4950,2013,40.6216416,-105.0365279,4,2015-05-05T07:00:00,54,Fort Collins,534900,2024-12-17T21:52:53.427,535000,2025-01-22T08:00:00
34898544,a8dff8f3c6d7b990d3f0cd07805d5731509c301df55b011d3887739aca53d1d2,197537235,"2919 Sagebrush Dr",Fort Collins,CO,80525,4,1.75,1850,8839,1981,40.5476161,-105.0414637,6,1981-02-01T08:00:00,,Fort Collins,400000,2024-12-12T19:16:32.339,405000,2025-01-17T08:00:00
35056201,031e30a622a07c68b61c39f97e82632b1316adf5c4d6ac99a2c14ec60646fa38,197532717,"3148 Sharps St",Fort Collins,CO,80526,3,1.5,1323,6098,1983,40.5434635,-105.0985312,6,2021-10-18T07:00:00,,Fort Collins,499000,2024-12-12T17:03:17.158,490000,2025-01-17T08:00:00
49777548,88b049c01386565c7901bdf45a87fc166275e81fceeef5160847d7e8ccaf493f,197121017,"2239 Trestle Rd",Fort Collins,CO,80525,3,2.5,1622,2880,2013,40.5567866,-105.0382583,13,2014-02-24T08:00:00,336,Fort Collins,460000,2024-12-04T21:49:52.155,460000,2025-01-09T08:00:00
35013626,65610ea2718a0458a66e96b3ca4bfec9914126cf41626e6b6e4bd2f4ed23b42d,197168334,"609 Peterson St",Fort Collins,CO,80524,4,2.5,2221,12000,1918,40.5796051,-105.0723142,6,2020-01-28T08:00:00,,Fort Collins,1100000,2024-12-06T18:58:44.532,1150000,2025-01-16T08:00:00
35043142,c2ec86ef4f976f8c2f7351b6a3510afe21b2adcb116dce3ec5b18c538add0e36,197762392,"2448 Marquette St",Fort Collins,CO,80525,3,1.5,1213,6534,1979,40.5546076,-105.0661678,6,2017-06-30T07:00:00,,Fort Collins,495900,2024-12-25T16:12:55.65,495000,2025-01-30T08:00:00
193864896,a88386e3f9a75e7ba170aaa3b943fe08f88302091a35a7530e5e5acb81c046e1,197330514,"1711 Remington St",Fort Collins,CO,80525,2,,952,5500,1954,40.5641431,-105.0756866,6,,,Fort Collins,400000,2024-12-11T19:52:36.065,373000,2025-01-14T08:00:00
